Library	Screen type	Worm Strain	Worm Stage	Chromosome no.	RNAi plate no.	Controls	RNAi Stamp date	Culture date	Freeze date	IPTG induction date	Assay date		Enhancer temp	Enhancer Imaging and OD date	Suppressor temp	Suppressor Imaging and OD date	CreationDate	Comments
RNAi Ahringer library	Enhancer and Suppressor	N2, mel-28	L1	I	1	L4440	3/3/2016	7/3/2016	8/3/2016	16/3/2016	16/3/2016		17.5	22/03/2016	23.5	21/03/2016	2016-03-21,2016-03-22,2016-03-23	Suppressors - incubated at 17.5 for 3 days (until L4) and transferred to 23.5
					2	L4440	3/3/2016	7/3/2016	8/3/2016	16/3/2016	16/3/2016		17.5	22/03/2016	23.5	21/03/2016
					3	L4440	3/3/2016	7/3/2016	8/3/2016	16/3/2016	16/3/2016		17.5	22/03/2016	23.5	21/03/2016
														completed on 23/03/2016
